id,rulebreaker_type,category,firstName,pronoun,verb,entityA,entityB,premise1,premise2,conclusion,label
RULEBREAKER_0007324_rb,ds,cities,Nuray,she,was born in,Somalia,Mogadishu,Nuray was born in either Mogadishu or somewhere in Somalia.,Nuray was not born in Somalia.,Nuray was born in Mogadishu.,False
RULEBREAKER_0007325_rb,ds,cities,Yua,she,was born in,Malawi,Lilongwe,Yua was born in either Lilongwe or somewhere in Malawi.,Yua was not born in Malawi.,Yua was born in Lilongwe.,False
RULEBREAKER_0007326_rb,ds,cities,Lovely,she,was born in,Botswana,Gaborone,Lovely was born in either Gaborone or somewhere in Botswana.,Lovely was not born in Botswana.,Lovely was born in Gaborone.,False
RULEBREAKER_0007327_rb,ds,cities,Andrej,he,was born in,Belize,Belmopan,Andrej was born in either Belmopan or somewhere in Belize.,Andrej was not born in Belize.,Andrej was born in Belmopan.,False
RULEBREAKER_0007328_rb,ds,cities,Ilgar,he,was born in,Senegal,Dakar,Ilgar was born in either Dakar or somewhere in Senegal.,Ilgar was not born in Senegal.,Ilgar was born in Dakar.,False
RULEBREAKER_0007329_rb,ds,cities,Aygun,she,was born in,Samoa,Apia,Aygun was born in either Apia or somewhere in Samoa.,Aygun was not born in Samoa.,Aygun was born in Apia.,False
RULEBREAKER_0007330_rb,ds,cities,Dominik,he,was born in,Kiribati,South Tarawa,Dominik was born in either South Tarawa or somewhere in Kiribati.,Dominik was not born in Kiribati.,Dominik was born in South Tarawa.,False
RULEBREAKER_0007331_rb,ds,cities,Aleksandr,he,was born in,Solomon Islands,Honiara,Aleksandr was born in either Honiara or somewhere in Solomon Islands.,Aleksandr was not born in Solomon Islands.,Aleksandr was born in Honiara.,False
RULEBREAKER_0007332_rb,ds,cities,Tess,she,was born in,Lesotho,Maseru,Tess was born in either Maseru or somewhere in Lesotho.,Tess was not born in Lesotho.,Tess was born in Maseru.,False
RULEBREAKER_0007333_rb,ds,cities,Susanna,she,was born in,The Bahamas,Nassau,Susanna was born in either Nassau or somewhere in The Bahamas.,Susanna was not born in The Bahamas.,Susanna was born in Nassau.,False
RULEBREAKER_0007334_rb,ds,cities,Mahamadou,he,was born in,Tunisia,Tunis,Mahamadou was born in either Tunis or somewhere in Tunisia.,Mahamadou was not born in Tunisia.,Mahamadou was born in Tunis.,False
RULEBREAKER_0007335_rb,ds,cities,Tróndur,he,was born in,Nepal,Kathmandu,Tróndur was born in either Kathmandu or somewhere in Nepal.,Tróndur was not born in Nepal.,Tróndur was born in Kathmandu.,False
RULEBREAKER_0007336_rb,ds,cities,Taha,he,was born in,Qatar,Doha,Taha was born in either Doha or somewhere in Qatar.,Taha was not born in Qatar.,Taha was born in Doha.,False
RULEBREAKER_0007337_rb,ds,cities,Jökull,he,was born in,Kazakhstan,Astana,Jökull was born in either Astana or somewhere in Kazakhstan.,Jökull was not born in Kazakhstan.,Jökull was born in Astana.,False
RULEBREAKER_0007338_rb,ds,cities,Violeta,she,was born in,East Timor,Dili,Violeta was born in either Dili or somewhere in East Timor.,Violeta was not born in East Timor.,Violeta was born in Dili.,False
RULEBREAKER_0007339_rb,ds,cities,Hessa,she,was born in,Malaysia,Kuala Lumpur,Hessa was born in either Kuala Lumpur or somewhere in Malaysia.,Hessa was not born in Malaysia.,Hessa was born in Kuala Lumpur.,False
RULEBREAKER_0007340_rb,ds,cities,Umar,he,was born in,Tonga,Nukuʻalofa,Umar was born in either Nukuʻalofa or somewhere in Tonga.,Umar was not born in Tonga.,Umar was born in Nukuʻalofa.,False
RULEBREAKER_0007341_rb,ds,cities,Marta,she,was born in,Algeria,Algiers,Marta was born in either Algiers or somewhere in Algeria.,Marta was not born in Algeria.,Marta was born in Algiers.,False
RULEBREAKER_0007342_rb,ds,cities,Vusala,she,was born in,Saint Vincent and the Grenadines,Kingstown,Vusala was born in either Kingstown or somewhere in Saint Vincent and the Grenadines.,Vusala was not born in Saint Vincent and the Grenadines.,Vusala was born in Kingstown.,False
RULEBREAKER_0007343_rb,ds,cities,Aadhya,she,was born in,Egypt,Cairo,Aadhya was born in either Cairo or somewhere in Egypt.,Aadhya was not born in Egypt.,Aadhya was born in Cairo.,False
RULEBREAKER_0007344_rb,ds,cities,Lazar,he,was born in,Trinidad and Tobago,Port of Spain,Lazar was born in either Port of Spain or somewhere in Trinidad and Tobago.,Lazar was not born in Trinidad and Tobago.,Lazar was born in Port of Spain.,False
RULEBREAKER_0007345_rb,ds,cities,Emiliya,she,was born in,Liechtenstein,Vaduz,Emiliya was born in either Vaduz or somewhere in Liechtenstein.,Emiliya was not born in Liechtenstein.,Emiliya was born in Vaduz.,False
RULEBREAKER_0007346_rb,ds,cities,Gamalat,she,was born in,Morocco,Rabat,Gamalat was born in either Rabat or somewhere in Morocco.,Gamalat was not born in Morocco.,Gamalat was born in Rabat.,False
RULEBREAKER_0007347_rb,ds,cities,Shristi,she,was born in,Suriname,Paramaribo,Shristi was born in either Paramaribo or somewhere in Suriname.,Shristi was not born in Suriname.,Shristi was born in Paramaribo.,False
RULEBREAKER_0007348_rb,ds,cities,Adrians,he,was born in,Equatorial Guinea,Malabo,Adrians was born in either Malabo or somewhere in Equatorial Guinea.,Adrians was not born in Equatorial Guinea.,Adrians was born in Malabo.,False
RULEBREAKER_0007349_rb,ds,cities,Gevorg,he,was born in,Cape Verde,Praia,Gevorg was born in either Praia or somewhere in Cape Verde.,Gevorg was not born in Cape Verde.,Gevorg was born in Praia.,False
RULEBREAKER_0007350_rb,ds,cities,Heikapu,she,was born in,Uzbekistan,Tashkent,Heikapu was born in either Tashkent or somewhere in Uzbekistan.,Heikapu was not born in Uzbekistan.,Heikapu was born in Tashkent.,False
RULEBREAKER_0007351_rb,ds,cities,Shams,she,was born in,United Arab Emirates,Abu Dhabi,Shams was born in either Abu Dhabi or somewhere in United Arab Emirates.,Shams was not born in United Arab Emirates.,Shams was born in Abu Dhabi.,False
RULEBREAKER_0007352_rb,ds,cities,Rosmery,she,was born in,Niger,Niamey,Rosmery was born in either Niamey or somewhere in Niger.,Rosmery was not born in Niger.,Rosmery was born in Niamey.,False
RULEBREAKER_0007353_rb,ds,cities,Selim,he,was born in,Turkey,Ankara,Selim was born in either Ankara or somewhere in Turkey.,Selim was not born in Turkey.,Selim was born in Ankara.,False
RULEBREAKER_0007354_rb,ds,cities,Giorgi,he,was born in,Iran,Tehran,Giorgi was born in either Tehran or somewhere in Iran.,Giorgi was not born in Iran.,Giorgi was born in Tehran.,False
RULEBREAKER_0007355_rb,ds,cities,Melokuhle,she,was born in,Papua New Guinea,Port Moresby,Melokuhle was born in either Port Moresby or somewhere in Papua New Guinea.,Melokuhle was not born in Papua New Guinea.,Melokuhle was born in Port Moresby.,False
RULEBREAKER_0007356_rb,ds,cities,Aþena,she,was born in,Paraguay,Asunción,Aþena was born in either Asunción or somewhere in Paraguay.,Aþena was not born in Paraguay.,Aþena was born in Asunción.,False
RULEBREAKER_0007357_rb,ds,cities,Mahesh,he,was born in,The Gambia,Banjul,Mahesh was born in either Banjul or somewhere in The Gambia.,Mahesh was not born in The Gambia.,Mahesh was born in Banjul.,False
RULEBREAKER_0007358_rb,ds,cities,Ha-eun,she,was born in,Kyrgyzstan,Bishkek,Ha-eun was born in either Bishkek or somewhere in Kyrgyzstan.,Ha-eun was not born in Kyrgyzstan.,Ha-eun was born in Bishkek.,False
RULEBREAKER_0007359_rb,ds,cities,Victoria,she,was born in,Lebanon,Beirut,Victoria was born in either Beirut or somewhere in Lebanon.,Victoria was not born in Lebanon.,Victoria was born in Beirut.,False
RULEBREAKER_0007360_rb,ds,cities,Anna,she,was born in,India,New Delhi,Anna was born in either New Delhi or somewhere in India.,Anna was not born in India.,Anna was born in New Delhi.,False
RULEBREAKER_0007361_rb,ds,cities,Felix,he,was born in,Marshall Islands,Majuro,Felix was born in either Majuro or somewhere in Marshall Islands.,Felix was not born in Marshall Islands.,Felix was born in Majuro.,False
RULEBREAKER_0007362_rb,ds,cities,Catalina,she,was born in,Honduras,Tegucigalpa,Catalina was born in either Tegucigalpa or somewhere in Honduras.,Catalina was not born in Honduras.,Catalina was born in Tegucigalpa.,False
RULEBREAKER_0007363_rb,ds,cities,Hussain,he,was born in,Germany,Berlin,Hussain was born in either Berlin or somewhere in Germany.,Hussain was not born in Germany.,Hussain was born in Berlin.,False
RULEBREAKER_0007364_rb,ds,cities,Yasmine,she,was born in,Croatia,Zagreb,Yasmine was born in either Zagreb or somewhere in Croatia.,Yasmine was not born in Croatia.,Yasmine was born in Zagreb.,False
RULEBREAKER_0007365_rb,ds,cities,Aariz,he,was born in,Saint Lucia,Castries,Aariz was born in either Castries or somewhere in Saint Lucia.,Aariz was not born in Saint Lucia.,Aariz was born in Castries.,False
RULEBREAKER_0007366_rb,ds,cities,Emmanuel,he,was born in,Afghanistan,Kabul,Emmanuel was born in either Kabul or somewhere in Afghanistan.,Emmanuel was not born in Afghanistan.,Emmanuel was born in Kabul.,False
RULEBREAKER_0007367_rb,ds,cities,Mariana,she,was born in,Burundi,Gitega,Mariana was born in either Gitega or somewhere in Burundi.,Mariana was not born in Burundi.,Mariana was born in Gitega.,False
RULEBREAKER_0007368_rb,ds,cities,Lethokuhle,she,was born in,Palau,Ngerulmud,Lethokuhle was born in either Ngerulmud or somewhere in Palau.,Lethokuhle was not born in Palau.,Lethokuhle was born in Ngerulmud.,False
RULEBREAKER_0007369_rb,ds,cities,Lorenzo,he,was born in,Republic of the Congo,Brazzaville,Lorenzo was born in either Brazzaville or somewhere in Republic of the Congo.,Lorenzo was not born in Republic of the Congo.,Lorenzo was born in Brazzaville.,False
RULEBREAKER_0007370_rb,ds,cities,Maligiaq,he,was born in,Belarus,Minsk,Maligiaq was born in either Minsk or somewhere in Belarus.,Maligiaq was not born in Belarus.,Maligiaq was born in Minsk.,False
RULEBREAKER_0007371_rb,ds,cities,Aasha,she,was born in,Latvia,Riga,Aasha was born in either Riga or somewhere in Latvia.,Aasha was not born in Latvia.,Aasha was born in Riga.,False
RULEBREAKER_0007372_rb,ds,cities,Samvel,he,was born in,South Korea,Seoul,Samvel was born in either Seoul or somewhere in South Korea.,Samvel was not born in South Korea.,Samvel was born in Seoul.,False
RULEBREAKER_0007373_rb,ds,cities,Dejan,he,was born in,Greece,Athens,Dejan was born in either Athens or somewhere in Greece.,Dejan was not born in Greece.,Dejan was born in Athens.,False
RULEBREAKER_0007374_rb,ds,cities,Adéla,she,was born in,Uruguay,Montevideo,Adéla was born in either Montevideo or somewhere in Uruguay.,Adéla was not born in Uruguay.,Adéla was born in Montevideo.,False
RULEBREAKER_0007375_rb,ds,cities,June,she,was born in,Russia,Moscow,June was born in either Moscow or somewhere in Russia.,June was not born in Russia.,June was born in Moscow.,False
RULEBREAKER_0007376_rb,ds,cities,Lilly,she,was born in,Eritrea,Asmara,Lilly was born in either Asmara or somewhere in Eritrea.,Lilly was not born in Eritrea.,Lilly was born in Asmara.,False
RULEBREAKER_0007377_rb,ds,cities,Eleni,she,was born in,Maldives,Malé,Eleni was born in either Malé or somewhere in Maldives.,Eleni was not born in Maldives.,Eleni was born in Malé.,False
RULEBREAKER_0007378_rb,ds,cities,Arman,he,was born in,Ivory Coast,Yamoussoukro,Arman was born in either Yamoussoukro or somewhere in Ivory Coast.,Arman was not born in Ivory Coast.,Arman was born in Yamoussoukro.,False
RULEBREAKER_0007379_rb,ds,cities,Goran,he,was born in,Estonia,Tallinn,Goran was born in either Tallinn or somewhere in Estonia.,Goran was not born in Estonia.,Goran was born in Tallinn.,False
RULEBREAKER_0007380_rb,ds,cities,Suha,she,was born in,Switzerland,Bern,Suha was born in either Bern or somewhere in Switzerland.,Suha was not born in Switzerland.,Suha was born in Bern.,False
RULEBREAKER_0007381_rb,ds,cities,Nurislam,he,was born in,Kingdom of Denmark,Copenhagen,Nurislam was born in either Copenhagen or somewhere in Kingdom of Denmark.,Nurislam was not born in Kingdom of Denmark.,Nurislam was born in Copenhagen.,False
RULEBREAKER_0007382_rb,ds,cities,Sobia,she,was born in,Romania,Bucharest,Sobia was born in either Bucharest or somewhere in Romania.,Sobia was not born in Romania.,Sobia was born in Bucharest.,False
RULEBREAKER_0007383_rb,ds,cities,Ambre,she,was born in,Azerbaijan,Baku,Ambre was born in either Baku or somewhere in Azerbaijan.,Ambre was not born in Azerbaijan.,Ambre was born in Baku.,False
RULEBREAKER_0007384_rb,ds,cities,Matei,he,was born in,Bulgaria,Sofia,Matei was born in either Sofia or somewhere in Bulgaria.,Matei was not born in Bulgaria.,Matei was born in Sofia.,False
RULEBREAKER_0007385_rb,ds,cities,Alise,she,was born in,Norway,Oslo,Alise was born in either Oslo or somewhere in Norway.,Alise was not born in Norway.,Alise was born in Oslo.,False
RULEBREAKER_0007386_rb,ds,cities,Raquel,she,was born in,Bhutan,Thimphu,Raquel was born in either Thimphu or somewhere in Bhutan.,Raquel was not born in Bhutan.,Raquel was born in Thimphu.,False
RULEBREAKER_0007387_rb,ds,cities,Logan,he,was born in,Saint Kitts and Nevis,Basseterre,Logan was born in either Basseterre or somewhere in Saint Kitts and Nevis.,Logan was not born in Saint Kitts and Nevis.,Logan was born in Basseterre.,False
RULEBREAKER_0007388_rb,ds,cities,Lourenço,he,was born in,Philippines,Manila,Lourenço was born in either Manila or somewhere in Philippines.,Lourenço was not born in Philippines.,Lourenço was born in Manila.,False
RULEBREAKER_0007389_rb,ds,cities,Mikołaj,he,was born in,Ireland,Dublin,Mikołaj was born in either Dublin or somewhere in Ireland.,Mikołaj was not born in Ireland.,Mikołaj was born in Dublin.,False
RULEBREAKER_0007390_rb,ds,cities,Tatsuki,he,was born in,Dominican Republic,Santo Domingo,Tatsuki was born in either Santo Domingo or somewhere in Dominican Republic.,Tatsuki was not born in Dominican Republic.,Tatsuki was born in Santo Domingo.,False
RULEBREAKER_0007391_rb,ds,cities,Hasan,he,was born in,Australia,Canberra,Hasan was born in either Canberra or somewhere in Australia.,Hasan was not born in Australia.,Hasan was born in Canberra.,False
RULEBREAKER_0007392_rb,ds,cities,Jacob,he,was born in,Federated States of Micronesia,Palikir,Jacob was born in either Palikir or somewhere in Federated States of Micronesia.,Jacob was not born in Federated States of Micronesia.,Jacob was born in Palikir.,False
RULEBREAKER_0007393_rb,ds,cities,Mehdi,he,was born in,Japan,Tokyo,Mehdi was born in either Tokyo or somewhere in Japan.,Mehdi was not born in Japan.,Mehdi was born in Tokyo.,False
RULEBREAKER_0007394_rb,ds,cities,Yulia,she,was born in,Myanmar,Naypyidaw,Yulia was born in either Naypyidaw or somewhere in Myanmar.,Yulia was not born in Myanmar.,Yulia was born in Naypyidaw.,False
RULEBREAKER_0007395_rb,ds,cities,Lena,she,was born in,Portugal,Lisbon,Lena was born in either Lisbon or somewhere in Portugal.,Lena was not born in Portugal.,Lena was born in Lisbon.,False
RULEBREAKER_0007396_rb,ds,cities,Juana,she,was born in,Ukraine,Kyiv,Juana was born in either Kyiv or somewhere in Ukraine.,Juana was not born in Ukraine.,Juana was born in Kyiv.,False
RULEBREAKER_0007397_rb,ds,cities,Maryam,she,was born in,Rwanda,Kigali,Maryam was born in either Kigali or somewhere in Rwanda.,Maryam was not born in Rwanda.,Maryam was born in Kigali.,False
RULEBREAKER_0007398_rb,ds,cities,Cillian,he,was born in,Grenada,St. George's,Cillian was born in either St. George's or somewhere in Grenada.,Cillian was not born in Grenada.,Cillian was born in St. George's.,False
RULEBREAKER_0007399_rb,ds,cities,Tiago,he,was born in,Cameroon,Yaoundé,Tiago was born in either Yaoundé or somewhere in Cameroon.,Tiago was not born in Cameroon.,Tiago was born in Yaoundé.,False
RULEBREAKER_0007400_rb,ds,cities,Míngzé,he,was born in,Zambia,Lusaka,Míngzé was born in either Lusaka or somewhere in Zambia.,Míngzé was not born in Zambia.,Míngzé was born in Lusaka.,False
RULEBREAKER_0007401_rb,ds,cities,Julie,she,was born in,Tuvalu,Funafuti,Julie was born in either Funafuti or somewhere in Tuvalu.,Julie was not born in Tuvalu.,Julie was born in Funafuti.,False
RULEBREAKER_0007402_rb,ds,cities,Hina,she,was born in,Sudan,Khartoum,Hina was born in either Khartoum or somewhere in Sudan.,Hina was not born in Sudan.,Hina was born in Khartoum.,False
RULEBREAKER_0007403_rb,ds,cities,Ariel,he,was born in,South Sudan,Juba,Ariel was born in either Juba or somewhere in South Sudan.,Ariel was not born in South Sudan.,Ariel was born in Juba.,False
RULEBREAKER_0007404_rb,ds,cities,Margaret,she,was born in,Ethiopia,Addis Ababa,Margaret was born in either Addis Ababa or somewhere in Ethiopia.,Margaret was not born in Ethiopia.,Margaret was born in Addis Ababa.,False
RULEBREAKER_0007405_rb,ds,cities,Luknė,she,was born in,Iceland,Reykjavík,Luknė was born in either Reykjavík or somewhere in Iceland.,Luknė was not born in Iceland.,Luknė was born in Reykjavík.,False
RULEBREAKER_0007406_rb,ds,cities,Abdoulaye,he,was born in,Moldova,Chișinău,Abdoulaye was born in either Chișinău or somewhere in Moldova.,Abdoulaye was not born in Moldova.,Abdoulaye was born in Chișinău.,False
RULEBREAKER_0007407_rb,ds,cities,Malachi,he,was born in,São Tomé and Príncipe,São Tomé,Malachi was born in either São Tomé or somewhere in São Tomé and Príncipe.,Malachi was not born in São Tomé and Príncipe.,Malachi was born in São Tomé.,False
RULEBREAKER_0007408_rb,ds,cities,Mohammed,he,was born in,Cyprus,Nicosia,Mohammed was born in either Nicosia or somewhere in Cyprus.,Mohammed was not born in Cyprus.,Mohammed was born in Nicosia.,False
RULEBREAKER_0007409_rb,ds,cities,Carl,he,was born in,Guyana,Georgetown,Carl was born in either Georgetown or somewhere in Guyana.,Carl was not born in Guyana.,Carl was born in Georgetown.,False
RULEBREAKER_0007410_rb,ds,cities,Ju-won,he,was born in,Jordan,Amman,Ju-won was born in either Amman or somewhere in Jordan.,Ju-won was not born in Jordan.,Ju-won was born in Amman.,False
RULEBREAKER_0007411_rb,ds,cities,Yoana,she,was born in,Andorra,Andorra la Vella,Yoana was born in either Andorra la Vella or somewhere in Andorra.,Yoana was not born in Andorra.,Yoana was born in Andorra la Vella.,False
RULEBREAKER_0007412_rb,ds,cities,Merjem,she,was born in,Serbia,Belgrade,Merjem was born in either Belgrade or somewhere in Serbia.,Merjem was not born in Serbia.,Merjem was born in Belgrade.,False
RULEBREAKER_0007413_rb,ds,cities,Artyom,he,was born in,Bosnia and Herzegovina,Sarajevo,Artyom was born in either Sarajevo or somewhere in Bosnia and Herzegovina.,Artyom was not born in Bosnia and Herzegovina.,Artyom was born in Sarajevo.,False
RULEBREAKER_0007414_rb,ds,cities,Aysel,she,was born in,Kingdom of the Netherlands,Amsterdam,Aysel was born in either Amsterdam or somewhere in Kingdom of the Netherlands.,Aysel was not born in Kingdom of the Netherlands.,Aysel was born in Amsterdam.,False
RULEBREAKER_0007415_rb,ds,cities,Zina,she,was born in,Sierra Leone,Freetown,Zina was born in either Freetown or somewhere in Sierra Leone.,Zina was not born in Sierra Leone.,Zina was born in Freetown.,False
RULEBREAKER_0007416_rb,ds,cities,Ahmet,he,was born in,Colombia,Bogotá,Ahmet was born in either Bogotá or somewhere in Colombia.,Ahmet was not born in Colombia.,Ahmet was born in Bogotá.,False
RULEBREAKER_0007417_rb,ds,cities,Sunita,she,was born in,Nauru,Yaren District,Sunita was born in either Yaren District or somewhere in Nauru.,Sunita was not born in Nauru.,Sunita was born in Yaren District.,False
RULEBREAKER_0007418_rb,ds,cities,George,he,was born in,Canada,Ottawa,George was born in either Ottawa or somewhere in Canada.,George was not born in Canada.,George was born in Ottawa.,False
RULEBREAKER_0007419_rb,ds,cities,Zahra,she,was born in,Namibia,Windhoek,Zahra was born in either Windhoek or somewhere in Namibia.,Zahra was not born in Namibia.,Zahra was born in Windhoek.,False
RULEBREAKER_0007420_rb,ds,cities,Hydar,he,was born in,Bahrain,Manama,Hydar was born in either Manama or somewhere in Bahrain.,Hydar was not born in Bahrain.,Hydar was born in Manama.,False
RULEBREAKER_0007421_rb,ds,cities,Viraj,he,was born in,Seychelles,Victoria,Viraj was born in either Victoria or somewhere in Seychelles.,Viraj was not born in Seychelles.,Viraj was born in Victoria.,False
RULEBREAKER_0007422_rb,ds,cities,Amelia,she,was born in,Syria,Damascus,Amelia was born in either Damascus or somewhere in Syria.,Amelia was not born in Syria.,Amelia was born in Damascus.,False
RULEBREAKER_0007423_rb,ds,cities,Pablo,he,was born in,Kuwait,Kuwait City,Pablo was born in either Kuwait City or somewhere in Kuwait.,Pablo was not born in Kuwait.,Pablo was born in Kuwait City.,False
RULEBREAKER_0007424_rb,ds,cities,Daris,he,was born in,Chad,N'Djamena,Daris was born in either N'Djamena or somewhere in Chad.,Daris was not born in Chad.,Daris was born in N'Djamena.,False
RULEBREAKER_0007425_rb,ds,cities,Aaron,he,was born in,Slovenia,Ljubljana,Aaron was born in either Ljubljana or somewhere in Slovenia.,Aaron was not born in Slovenia.,Aaron was born in Ljubljana.,False
RULEBREAKER_0007426_rb,ds,cities,Raphaël,he,was born in,Peru,Lima,Raphaël was born in either Lima or somewhere in Peru.,Raphaël was not born in Peru.,Raphaël was born in Lima.,False
RULEBREAKER_0007427_rb,ds,cities,Gamila,she,was born in,Democratic Republic of the Congo,Kinshasa,Gamila was born in either Kinshasa or somewhere in Democratic Republic of the Congo.,Gamila was not born in Democratic Republic of the Congo.,Gamila was born in Kinshasa.,False
RULEBREAKER_0007428_rb,ds,cities,Amir-Hossein,he,was born in,Mexico,Mexico City,Amir-Hossein was born in either Mexico City or somewhere in Mexico.,Amir-Hossein was not born in Mexico.,Amir-Hossein was born in Mexico City.,False
RULEBREAKER_0007429_rb,ds,cities,Emīls,he,was born in,Uganda,Kampala,Emīls was born in either Kampala or somewhere in Uganda.,Emīls was not born in Uganda.,Emīls was born in Kampala.,False
RULEBREAKER_0007430_rb,ds,cities,Grace,she,was born in,Togo,Lomé,Grace was born in either Lomé or somewhere in Togo.,Grace was not born in Togo.,Grace was born in Lomé.,False
RULEBREAKER_0007431_rb,ds,cities,Alexandra,she,was born in,Italy,Rome,Alexandra was born in either Rome or somewhere in Italy.,Alexandra was not born in Italy.,Alexandra was born in Rome.,False
RULEBREAKER_0007432_rb,ds,cities,Lea,she,was born in,Vanuatu,Port Vila,Lea was born in either Port Vila or somewhere in Vanuatu.,Lea was not born in Vanuatu.,Lea was born in Port Vila.,False
RULEBREAKER_0007433_rb,ds,cities,Siphosethu,he,was born in,Turkmenistan,Ashgabat,Siphosethu was born in either Ashgabat or somewhere in Turkmenistan.,Siphosethu was not born in Turkmenistan.,Siphosethu was born in Ashgabat.,False
RULEBREAKER_0007434_rb,ds,cities,Habib,he,was born in,Venezuela,Caracas,Habib was born in either Caracas or somewhere in Venezuela.,Habib was not born in Venezuela.,Habib was born in Caracas.,False
RULEBREAKER_0007435_rb,ds,cities,César,he,was born in,Poland,Warsaw,César was born in either Warsaw or somewhere in Poland.,César was not born in Poland.,César was born in Warsaw.,False
RULEBREAKER_0007436_rb,ds,cities,Eevi,she,was born in,Montenegro,Podgorica,Eevi was born in either Podgorica or somewhere in Montenegro.,Eevi was not born in Montenegro.,Eevi was born in Podgorica.,False
RULEBREAKER_0007437_rb,ds,cities,Yǔtóng,she,was born in,Nigeria,Abuja,Yǔtóng was born in either Abuja or somewhere in Nigeria.,Yǔtóng was not born in Nigeria.,Yǔtóng was born in Abuja.,False
RULEBREAKER_0007438_rb,ds,cities,Duarte,he,was born in,Laos,Vientiane,Duarte was born in either Vientiane or somewhere in Laos.,Duarte was not born in Laos.,Duarte was born in Vientiane.,False
RULEBREAKER_0007439_rb,ds,cities,Nur,she,was born in,New Zealand,Wellington,Nur was born in either Wellington or somewhere in New Zealand.,Nur was not born in New Zealand.,Nur was born in Wellington.,False
RULEBREAKER_0007440_rb,ds,cities,Aimar,he,was born in,El Salvador,San Salvador,Aimar was born in either San Salvador or somewhere in El Salvador.,Aimar was not born in El Salvador.,Aimar was born in San Salvador.,False
RULEBREAKER_0007441_rb,ds,cities,Arthur,he,was born in,Taiwan,Taipei,Arthur was born in either Taipei or somewhere in Taiwan.,Arthur was not born in Taiwan.,Arthur was born in Taipei.,False
RULEBREAKER_0007442_rb,ds,cities,Aylin,she,was born in,Hungary,Budapest,Aylin was born in either Budapest or somewhere in Hungary.,Aylin was not born in Hungary.,Aylin was born in Budapest.,False
RULEBREAKER_0007443_rb,ds,cities,Mahmoud,he,was born in,Mauritius,Port Louis,Mahmoud was born in either Port Louis or somewhere in Mauritius.,Mahmoud was not born in Mauritius.,Mahmoud was born in Port Louis.,False
RULEBREAKER_0007444_rb,ds,cities,Oscar,he,was born in,Benin,Porto-Novo,Oscar was born in either Porto-Novo or somewhere in Benin.,Oscar was not born in Benin.,Oscar was born in Porto-Novo.,False
RULEBREAKER_0007445_rb,ds,cities,Dániel,he,was born in,Albania,Tirana,Dániel was born in either Tirana or somewhere in Albania.,Dániel was not born in Albania.,Dániel was born in Tirana.,False
RULEBREAKER_0007446_rb,ds,cities,Melina,she,was born in,Kenya,Nairobi,Melina was born in either Nairobi or somewhere in Kenya.,Melina was not born in Kenya.,Melina was born in Nairobi.,False
RULEBREAKER_0007447_rb,ds,cities,Mohammad,he,was born in,Argentina,Buenos Aires,Mohammad was born in either Buenos Aires or somewhere in Argentina.,Mohammad was not born in Argentina.,Mohammad was born in Buenos Aires.,False
RULEBREAKER_0007448_rb,ds,cities,Antoni,he,was born in,Vietnam,Hanoi,Antoni was born in either Hanoi or somewhere in Vietnam.,Antoni was not born in Vietnam.,Antoni was born in Hanoi.,False
RULEBREAKER_0007449_rb,ds,cities,Amine,he,was born in,Malta,Valletta,Amine was born in either Valletta or somewhere in Malta.,Amine was not born in Malta.,Amine was born in Valletta.,False
RULEBREAKER_0007450_rb,ds,cities,Lesedi,she,was born in,Burkina Faso,Ouagadougou,Lesedi was born in either Ouagadougou or somewhere in Burkina Faso.,Lesedi was not born in Burkina Faso.,Lesedi was born in Ouagadougou.,False
RULEBREAKER_0007451_rb,ds,cities,Bibek,he,was born in,Bangladesh,Dhaka,Bibek was born in either Dhaka or somewhere in Bangladesh.,Bibek was not born in Bangladesh.,Bibek was born in Dhaka.,False
RULEBREAKER_0007452_rb,ds,cities,Elif,she,was born in,Gabon,Libreville,Elif was born in either Libreville or somewhere in Gabon.,Elif was not born in Gabon.,Elif was born in Libreville.,False
RULEBREAKER_0007453_rb,ds,cities,Minik,he,was born in,Comoros,Moroni,Minik was born in either Moroni or somewhere in Comoros.,Minik was not born in Comoros.,Minik was born in Moroni.,False
RULEBREAKER_0007454_rb,ds,cities,Nikau,he,was born in,Panama,Panama City,Nikau was born in either Panama City or somewhere in Panama.,Nikau was not born in Panama.,Nikau was born in Panama City.,False
RULEBREAKER_0007455_rb,ds,cities,Andrei,he,was born in,Ghana,Accra,Andrei was born in either Accra or somewhere in Ghana.,Andrei was not born in Ghana.,Andrei was born in Accra.,False
RULEBREAKER_0007456_rb,ds,cities,Lilit,she,was born in,Liberia,Monrovia,Lilit was born in either Monrovia or somewhere in Liberia.,Lilit was not born in Liberia.,Lilit was born in Monrovia.,False
RULEBREAKER_0007457_rb,ds,cities,Alparslan,he,was born in,Guinea,Conakry,Alparslan was born in either Conakry or somewhere in Guinea.,Alparslan was not born in Guinea.,Alparslan was born in Conakry.,False
RULEBREAKER_0007458_rb,ds,cities,Lilien,she,was born in,Armenia,Yerevan,Lilien was born in either Yerevan or somewhere in Armenia.,Lilien was not born in Armenia.,Lilien was born in Yerevan.,False
RULEBREAKER_0007459_rb,ds,cities,Maia,she,was born in,Guinea-Bissau,Bissau,Maia was born in either Bissau or somewhere in Guinea-Bissau.,Maia was not born in Guinea-Bissau.,Maia was born in Bissau.,False
